A9RNMO9MUSMTJ,B000GIOPK2,2.0,1281052800
A2582KMXLK2P06,B000GIOPK2,5.0,1205884800
AJKWF4W7QD4NS,B000GIOPK2,3.0,1186185600
A153NZD2WZN5S3,B000GIPKWY,5.0,1273017600
A1D696068E7EOU,B000GZYQHC,2.0,1376092800
A60D5HQFOTSOM,B000H00VBQ,1.0,1381881600
A2A7NHE5HTK79N,B000H00VBQ,5.0,1218067200
A16XRPF40679KG,B000H00VBQ,5.0,1234310400
A1POFVVXUZR3IQ,B000H00VBQ,5.0,1318291200
A2FRKEXDXDN1KI,B000H0YRNY,5.0,1335571200
AN175XHIN3P8C,B000H0YRNY,5.0,1379548800
A1QPQFNR8CV62G,B000H244DK,5.0,1327017600
A39F2EW27YYUDM,B000H29TXU,5.0,1398729600
AO1Z63O9CTT95,B000H29TXU,2.0,1394064000
A2JE0JYIZL5NU4,B000H2DMME,3.0,1400371200
AAWV26JJ1SGS0,B000H2DMME,3.0,1392249600
AYCGI5JRRISTJ,B000H2DMME,5.0,1362787200
A1939G7K0LLQ8P,B000H2DMME,3.0,1333929600
A2LUBUMIQEVWD3,B000H2DMME,3.0,1388620800
A1I1U2M5KSPY1R,B000H2DTWM,4.0,1400371200
A3DG93E8TXMKZF,B000H4YNM0,3.0,1395446400
A2MOIORZE53NL8,B000H4YNM0,5.0,1395446400
A3NFIJUVEAJGP,B000H4YNM0,1.0,1398988800
A1NF9WS7RR82MX,B000H4YNM0,5.0,1389139200
A356RFKNIG043B,B000H4YNM0,5.0,1281225600
A2QWF2BJ2FM4R2,B000H4YNM0,5.0,1223251200
AN6NGSXZXMZZ9,B000H4YNM0,1.0,1395446400
ATECU14VUIOJ0,B000H4YNM0,4.0,1199664000
A1MNUAXPWP8BUJ,B000H4YNM0,3.0,1371427200
AJKWF4W7QD4NS,B000H4YNM0,5.0,1185667200
A2A7NHE5HTK79N,B000HAB4LM,4.0,1191110400
AD342OQX4EFN7,B000HAB4NK,5.0,1400284800
A32ZOSZVX052IJ,B000HAB4NK,5.0,1369785600
A1S23DO741NAPV,B000HAB4NK,5.0,1398729600
A2HVL790PBWYTU,B000HAB4NK,5.0,1159660800
A2BFIYZYNK54QX,B000HAB4NK,5.0,1159228800
A2QWF2BJ2FM4R2,B000HAB4NK,4.0,1217203200
A2I6MHMAZZDCRX,B000HAB4NK,5.0,1165276800
A331OF34UX4Y1K,B000HAB4NK,4.0,1201996800
A3LZGLA88K0LA0,B000HAB4NK,5.0,1172016000
AER15RIMV8E6D,B000HAB4NK,5.0,1164240000
A2U5WUR3YCVOLI,B000HAB4NK,4.0,1391212800
AQP1VPK16SVWM,B000HAB4NK,5.0,1165449600
AP3B615GM191G,B000HAB4NK,5.0,1241049600
A2YODUWYK547ID,B000HKWE3O,5.0,1392163200
A1GGOC9PVDXW7Z,B000HMPU0Q,3.0,1219968000
A2B73CL3QSYWLB,B000HMPU0Q,4.0,1295827200
A1AKNIEBKS7V2B,B000HMPU0Q,4.0,1395792000
A3MV1KKHX51FYT,B000HPD7TE,3.0,1310947200
AWBXDSNVRS7C0,B000HPD7TE,4.0,1370908800
A27SMED6FTN6XR,B000HPD7TE,4.0,1401321600
A3N1ASTPM1GUKS,B000HPD7TE,5.0,1399852800
A2A7NHE5HTK79N,B000HPJHDE,5.0,1190419200
A3GP6T2WQG541N,B000HPJHDE,5.0,1389139200
A2F7CCPK4QL359,B000HVITQ4,4.0,1167004800
A2JT89MKZJ9SHE,B000HX5YJW,4.0,1340150400
A2F7CCPK4QL359,B000HZEHL6,5.0,1176854400
A2BHEPYIDR182L,B000HZEHL6,5.0,1324857600
A1UOTG037037XY,B000HZEHL6,4.0,1278028800
A1U11PS71ML0YJ,B000HZEHL6,5.0,1223164800
A2TXR85WQLE32N,B000HZEHL6,5.0,1249084800
APL6O92MS25MJ,B000HZEHL6,4.0,1375574400
A2SFUXVK5RP8VE,B000HZEHL6,5.0,1369699200
A3KX8D6NEZN50Z,B000HZEHL6,5.0,1359590400
A2HVL790PBWYTU,B000I01R22,3.0,1162252800
A16JX9D1DGPFCP,B000I01R40,5.0,1388707200
A1OLBHUVNZGHFN,B000I01R40,4.0,1359936000
A2GCHG6U8HTVIT,B000I0FPQG,3.0,1251417600
A6VXZ1EEPRTLV,B000I0FPQG,4.0,1348012800
A11FX8HL2ANK6T,B000I3QVXO,5.0,1343433600
A2Z7UOGHVYUKBZ,B000I5O6XO,3.0,1390176000
A2LY80X4P9WNMS,B000I5O6XO,4.0,1395446400
A2Z7UOGHVYUKBZ,B000I5O6Y8,5.0,1390176000
ADNPIJY4C1OYU,B000I5PVD8,3.0,1372636800
AUK6ECH59NWS7,B000I5PVD8,3.0,1385942400
A2Z7UOGHVYUKBZ,B000I5PVD8,4.0,1390176000
A2LY80X4P9WNMS,B000I5PVD8,5.0,1385683200
AUK6ECH59NWS7,B000I5Q0ZG,4.0,1385942400
A2U3LZ2KJB1071,B000I5Q0ZG,5.0,1400630400
A2Z7UOGHVYUKBZ,B000I5Q0ZG,4.0,1390176000
A3K0E9JKGAHI5T,B000I5RENI,5.0,1394236800
A32IRBRX4HQG9D,B000I5RENI,5.0,1386979200
AF3L9HOKN1LHJ,B000I5RENI,5.0,1386201600
AUK6ECH59NWS7,B000I5RENI,4.0,1388102400
A2U3LZ2KJB1071,B000I5RENI,5.0,1401321600
A2Z7UOGHVYUKBZ,B000I5T3LY,5.0,1390176000
AUK6ECH59NWS7,B000I5UT62,4.0,1385942400
A2Z7UOGHVYUKBZ,B000I5UT62,5.0,1390176000
AUK6ECH59NWS7,B000I62JFU,3.0,1385942400
A2Z7UOGHVYUKBZ,B000I62JFU,4.0,1390176000
A2LY80X4P9WNMS,B000I62JFU,5.0,1385683200
A2U3LZ2KJB1071,B000I667RG,5.0,1400630400
A20EEWWSFMZ1PN,B000I67MD4,5.0,1192838400
A3S3KU23F9TAAP,B000I8EBKO,5.0,1389139200
A1AU4WG25D1M1I,B000I8EBKO,5.0,1381104000
A2U3LZ2KJB1071,B000I8EO4W,5.0,1400630400
A2LY80X4P9WNMS,B000I8EO4W,5.0,1385683200
A2ZWPX8M57V6BQ,B000I8FOZA,4.0,1370131200
ARADEBLBT3P17,B000I8FOZA,1.0,1392336000
A14SNJ7UV0U434,B000I8FOZA,4.0,1388016000
A2EV34WFAYU8JO,B000I8FOZA,4.0,1392163200
A3MV1KKHX51FYT,B000I8G5IU,4.0,1378598400
A22RY8N8CNDF3A,B000I8G5IU,4.0,1218153600
ASF2Z8OJR0TP3,B000I8G5IU,3.0,1386028800
A3S3KU23F9TAAP,B000I8H2ZU,5.0,1373500800
A2LZDPPCDRUBG6,B000I8H2ZU,5.0,1360281600
AL5P6IG4WZ57J,B000I8H2ZU,4.0,1373155200
AAWV26JJ1SGS0,B000I8H2ZU,5.0,1376006400
A1AU4WG25D1M1I,B000I8H2ZU,5.0,1386374400
A35A50LZKY0Q3F,B000I8HEFI,5.0,1396051200
A2U3LZ2KJB1071,B000I8HEFI,5.0,1404777600
A2Z7UOGHVYUKBZ,B000I8JC1C,5.0,1390176000
A2LY80X4P9WNMS,B000I8JC1C,5.0,1398211200
A2TYCANMRZQ9SK,B000I9S5BE,5.0,1398988800
A15GJHFWFW9H0B,B000I9S5BE,5.0,1383868800
A2U3LZ2KJB1071,B000I9S5BE,5.0,1365811200
A1ITK3REEMXTGO,B000I9S5BE,5.0,1382140800
A14RQYFJIDEKDX,B000I9S5BE,5.0,1390262400
A19CXQPHO9E5ZT,B000I9S5BE,5.0,1371081600
AXRGYVS0G2IB6,B000I9S5BE,4.0,1379030400
A2RM5ZSZJQL7WY,B000I9S5BE,5.0,1392163200
A3EOHF2YSVZA9L,B000I9TWV6,5.0,1366156800
AGXO0AH7D1284,B000I9TWV6,5.0,1389139200
A3CZBXUTAW3HBV,B000I9TWV6,4.0,1383091200
A26WHR1IP0A250,B000I9TWV6,4.0,1392681600
A14SF5SOJBZGT2,B000I9TWV6,4.0,1391990400
A19CXQPHO9E5ZT,B000I9TWV6,5.0,1394064000
A1BX06Z8YC3RLS,B000I9TWV6,5.0,1367625600
A2QU74ZZPA27OI,B000I9TWV6,1.0,1341878400
A2L24AUZ5CW6E4,B000I9TWV6,5.0,1393200000
AICB3O50OQO63,B000I9TWV6,3.0,1400976000
A1VX5R7X7X7BQK,B000I9TWV6,5.0,1369785600
A1D6UNQLQC9I1U,B000I9TWV6,5.0,1401926400
AO2DZ7WIPM74U,B000I9TWV6,3.0,1378252800
A2QPY7AWL38XY8,B000I9TWV6,3.0,1392681600
A1ITK3REEMXTGO,B000I9TX1A,5.0,1382140800
A5KKASK7J5YSQ,B000I9VZ70,4.0,1356825600
A3DGB4HN3QCGAL,B000IBUIS0,3.0,1355702400
A853IU3HPURU,B000IBUIS0,5.0,1359072000
A2ZT9K1PFBZ1L9,B000IBUIS0,5.0,1379548800
A2M6G35BNRRWXS,B000IBUIS0,5.0,1396569600
AFV2584U13XP3,B000IBUIS0,4.0,1348272000
A16QODENBJVUI1,B000IBUIS0,4.0,1179360000
A1EQO7W4NS3V2I,B000IBUIS0,5.0,1382486400
AQP1VPK16SVWM,B000IBUIS0,4.0,1186272000
A33LMH8SBNUA76,B000IBUIS0,3.0,1188777600
A1P98DMX8YUSNW,B000IBUP6A,3.0,1324080000
A2GCHG6U8HTVIT,B000IBUP6A,5.0,1255824000
A2B73CL3QSYWLB,B000IBUP6A,4.0,1243728000
A18SYB7HBJRKUE,B000IBUP6A,4.0,1364169600
A2RCEQLQA8TZRJ,B000IBUP6A,3.0,1403740800
A17LEYMZI8OYOQ,B000IBUP6A,5.0,1243209600
A3UPYGJKZ0XTU4,B000IBUP6A,4.0,1274659200
A1OE5P78QIQ13G,B000ICRKLM,5.0,1398643200
A2R1ME16LOYENY,B000ICRKLM,4.0,1200873600
A1OXSBQA7Y0QEG,B000ICRKLM,5.0,1355529600
A1S4SG13XO9BRT,B000ICRKLM,5.0,1401840000
AFV2584U13XP3,B000ICRKLM,4.0,1348704000
A16QODENBJVUI1,B000ICRKLM,3.0,1183852800
A3DJNKQWGP7SL4,B000ICRKLM,5.0,1395964800
A3KF4IP2MUS8QQ,B000ID1PUI,2.0,1066262400
A3LZGLA88K0LA0,B000ID1PUI,3.0,1082419200
A109ME7C09HM2M,B000IJRK7O,5.0,1364083200
A1LPKQWRHTAHQN,B000IJRK7O,5.0,1361318400
A3JNY2MSXKTXZW,B000IJRK7O,3.0,1401580800
A2A6NH6DPE0VXR,B000IJRK7O,4.0,1178928000
AJKWF4W7QD4NS,B000IJRK7O,5.0,1188432000
A2LI3BBF5MK8A1,B000IJRK7O,5.0,1377648000
A18758S1PUYIDT,B000IJRK7O,5.0,1195948800
A33LMH8SBNUA76,B000IJRK7O,4.0,1188777600
A1U11PS71ML0YJ,B000IK882Y,5.0,1242604800
A1DJLUH6JQ1RHQ,B000IK882Y,5.0,1296432000
A3LH77PBDFEO3F,B000IK882Y,5.0,1183680000
A2HVL790PBWYTU,B000IK882Y,5.0,1190073600
A3UDYY6L2NH3JS,B000IK882Y,5.0,1295049600
AKS9SJTHTU0OM,B000IK882Y,4.0,1365984000
A2SP0JYHJEN7SV,B000IK882Y,5.0,1375228800
A2QWF2BJ2FM4R2,B000IK882Y,5.0,1192233600
A25KKXUQQ0OLWB,B000IK882Y,4.0,1284076800
A331OF34UX4Y1K,B000IK882Y,4.0,1199059200
A16J2ZXOYM661W,B000IK882Y,5.0,1369094400
AFFVUZEGP1FDQ,B000IK882Y,4.0,1190160000
A1S4NMO34CBCMJ,B000IK882Y,5.0,1238284800
A18758S1PUYIDT,B000IK882Y,5.0,1190160000
AR6MI6AVH9YML,B000IK882Y,5.0,1389052800
AWBXDSNVRS7C0,B000IKP5AM,5.0,1374969600
A2L0G56BNOTX6S,B000IKP5AM,5.0,1366329600
A1REM7I2ZEE195,B000IKP5AM,5.0,1370563200
A2VLNEKAUPCVCG,B000IKP5AM,5.0,1374710400
AFJ9VM9YIFH18,B000IKP5AM,5.0,1373068800
AOWWT9PZ1UP2V,B000IKP5AM,5.0,1372982400
A2L0G56BNOTX6S,B000IKP5CA,5.0,1366329600
AFJ9VM9YIFH18,B000IKP5CA,5.0,1373068800
A1D2TKAM3F55VN,B000IKQX44,1.0,1402617600
AJGJN9WKAVLKP,B000IKQX44,4.0,1380412800
AHIK7BUXFRMT8,B000IKQX44,4.0,1381363200
